title,company,location,summary,salary
Cartrack SG - Data Scientist (Computer Vision and Deep Learning),TechSkills Accelerator,Australia,"Constructing solution concepts from insights using familiar or unfamiliar data sources or complete or partial data.
Get to know the role:",114565.83
"Analyst, Data Management & Quantitative Analysis",BNY Mellon,Sydney NSW,The Corporate Trust Analytics Specialist will be primarily responsible for understanding (via transaction documents) and then running and/or maintaining…,114565.83
Analyst – Data Analysis and Problem Resolution,Macquarie Group,Australia,"You’ll be involved in analysing data, diagnosing pain points and presenting possible solutions for operational and commercial issues facing the business.",114565.83
Medical Scientist,Optimum Patient Care,Australia,To contribute to new and existing projects with respect to considering practical medical issues and clinical application; and to understand EMR data and coding…,114565.83
Data Scientist,Macquarie Group,Australia,"Mentoring junior data scientists including reviewing code and analysis approaches.
Sourcing and identifying relevant data sources, cleaning and preparing data.",114565.83
Medical Scientist,Optimum Patient Care,Australia,To contribute to new and existing projects with respect to considering practical medical issues and clinical application; and to understand EMR data and coding…,114565.83
Analyst – Data Analysis and Problem Resolution,Macquarie Group,Australia,"You’ll be involved in analysing data, diagnosing pain points and presenting possible solutions for operational and commercial issues facing the business.",114565.83
Medical Data Scientist,Optimum Patient Care,Australia,"Contribute to data analyses as required for research projects.
Undertake quality checks to assure high standards of data and code.",114565.83
Cartrack SG - Data Scientist/Engineer (Routing),TechSkills Accelerator,Australia,"Deep dive into big data to conduct advanced data science models to predict certain metrics such as ETA.
Constructing solution concepts from insights using…",114565.83
Medical Laboratory Scientist,NSW Health Pathology,Sydney NSW,"Our network of pathologists are supported by scientists, technicians and support staff who quickly and accurately assess samples so clinical teams can make the…", 93112
Lazada SG - Data Scientist,TechSkills Accelerator,Australia,"Solid theoretical foundations and industry experiences in machine learning, personalized search & recommendation, user/seller behaviour modelling, sales…",114565.83
Data Scientist,Discovery Parks,Adelaide SA,Identify and develop the capability to track detailed competitor data and leverage existing internal data to inform smart customer lead decision making.,114565.83
Cartrack - Data Scientist/Engineer (Driver Behaviour),TechSkills Accelerator,Australia,"Develop differentiated capabilities in spatial and temporal data management (e.g. Location Intelligence, Mobile data analytics, spatial data cleaning,…",114565.83
Scientist,Australian Red Cross Lifeblood,Alexandria NSW,"Manage the receipt, input and tracking of clinical data.
Fixed term full time opportunity until August 2021.
We also help to facilitate the donation of tissue,…",114565.83
Data Scientist,flybuys,Melbourne VIC,"Analytical expertise - contribute to the development/evolution of the analytics and data science strategy.
Analytics professional with a proven track record …",114565.83
Data Scientist - Machine Learning/ Computer Vision / NLP,Oracle,Melbourne VIC,"If you are looking for an exciting new opportunity as a data scientist to help solve difficult problems, be creative, create success for customers, and engage…",114565.83
2020 Undergraduate Transport Planner - Sydney,AECOM,Sydney NSW,"Whether you are an engineer, planner, scientist, project manager or designer, we are looking for people who share our purpose and are passionate about improving…",114565.83
Data Scientist - Geoscience,AngloGold Ashanti,Perth WA,"Literacy in data management principles and quality control systems.
MSc or PhD degree in a relevant field with machine learning and data mining OR minimum of 4+…",114565.83
Data Scientist,Macquarie Group,Australia,"Mentoring junior data scientists including reviewing code and analysis approaches.
Sourcing and identifying relevant data sources, cleaning and preparing data.",114565.83
Market Research Analyst,"Keypath Education, LLC",Australia,"Identifying, analysing, interpreting and deriving program relevant insights from secondary data sources.
Keypath Education is an education services company,…",114565.83
Casual Ecologist/Environmental Scientist,Anderson Environmental Pty Ltd,Australia,"A minimum of 3 years practical experience undertaking field-based surveys, data analysis and reporting, preferably in a consulting capacity.",114565.83
Data Scientist,TabCorp Holdings,Sydney NSW,A proven track record of delivering data science solutions into production that have delivered significant business/financial value.,114565.83
Computational Biologist/Bioinformatician - Exceptional Responders Study,The Garvan Institute of Medical Research,Sydney NSW,"Experience analysing cancer genomic data.
Experience working with next-generation sequencing data.
Analysing multi-omic data collected from exceptional…",114565.83
Environmental Scientist,Department of Primary Industry and Resources,Darwin NT,"Evaluate reports and data relating to mining activities applying specialist knowledge in water chemistry, waste rock.
Territory Mining Management Act 2001 .",114565.83
RESEARCH DIETITIAN,University of Melbourne,Australia,"Analytical and conceptual skills to analyse and interpret scientific data.
They will also be involved in all aspects of the study, including diet analysis, data…", 99964
Azendian - Data Scientist,TechSkills Accelerator,Australia,"Consolidation and preparation of data, as well as verifying the quality of data.
Be able to develop SQL queries and working with data models.",114565.83
Principal Statistical Analyst,Department of Education,Sydney NSW,"CESE is Australia’s first dedicated hub of education data and evaluation.
Collect essential education data and provide a one-stop shop for information needs.",114565.83
Manager – Data & Personalisation Engineer,Vodafone,North Sydney NSW,Build the infrastructure required for optimal ETL of data from a wide variety of data sources using SQL and AWS ‘big data’ technologies.,114565.83
Senior Data Analyst/Scientist,International Institute of Data & Analytics,Sydney NSW,"Lead and mentor junior data analysts/scientists in a closely collaborative data science project team.
In data science and big data analytics, the IDA creates…",114565.83
Envision Digital SG - Data Scientist,TechSkills Accelerator,Australia,"Perform data exploration in depth and design/implement novel algorithms to address data analytical challenges;
Experience with SQL/NoSQL databases.",114565.83
Data Scientist,Equifax,Melbourne VIC,"Collaborate and learn from some of the best data minds in Australia who are passionate about all things data and analytics.
What's in it for you?",114565.83
Environmental Scientist/ Engineer,GHD,Perth WA,"Supporting the delivery of quality field investigations, data management, risk assessments and reporting.
As a member of a busy Environmental Services group in…",114565.83
Environmental Scientist /Engineer- Contaminated Sites,GHD,Perth WA,"Delivering high quality field investigations, data management and technical reporting in a high performing team environment.
What you will bring to the team.",114565.83
R&D Optical Algorithms Engineer,Finisar Australia,Rosebery NSW,"We work in a dynamic environment and with a high level of cooperation with other engineers and scientists in the R&D group.
Strong math and analytical skills.",114565.83
Data Engineer (NLP),Faethm,Sydney NSW,A broad understanding of the numerous technologies and methods used by data scientists and engineers to deliver production-grade data science outcomes.,114565.83
2020 Undergraduate Geotechnical Engineer / Geologist – Sydney,AECOM,Sydney NSW,"+ An aptitude for accurate data entry and to learn to use specialist data presentation software.
+ Assisting with data manipulation and presentation.",114565.83
2020 Undergraduate Geotechnical Engineer / Geologist – Sydney,AECOM,Sydney NSW,"+ An aptitude for accurate data entry and to learn to use specialist data presentation software.
+ Assisting with data manipulation and presentation.",114565.83
Head of Data Analytics and Insights,MYOB,Richmond VIC,"Bring a strong business sense with the ability to engage with and influence Executive Leadership teams in order to drive alignment on the data strategy, whilst…",114565.83
Data Scientist,The Network IT,Canberra ACT,"Remote sensing principles and experience (remotely sensed data).
Experienced in development and using Machine Learning models in a Big/Large data environment.",114565.83
Data Scientist,Firesoft People,Sydney NSW,"Proven commercial experience in statistical and machine learning modelling, with experience manipulating big data from disparate systems.",200000.0
"Data Scientist - Data Analytics, Predictive Elasticity Data Scientist Consultant",Infinity Pro,Parramatta NSW,"Detailed, recent & local hands on experience as a senior data scientist delivering insight within large organizations in complex data environment.",114565.83
Data Analyst - Health Economics and Data Analysis,Curtin University of Technology,Perth WA,"Application of technical skills to real-world big data sets; with the ability to automate routine data processing activities.
In this role you will:",114565.83
EL 1 - Senior Data Scientist – Analytics and Reporting,Australian Government Department of Defence,Russell ACT,"You have a high standard of technical skills related to data analysis, with the ability to translate data and strategy into business outcomes to create a shared…", 115005
"IBM Research/Data Scientist - Health AI, Image Analytics",IBM,Melbourne VIC,"Extensive knowledge and at least two years hands-on experience of computer vision, machine learning and deep learning for analysing multimodal data, in…",114565.83
Director - Program Evaluation,Kantar TNS,Sydney NSW,"Kantar is the world’s leading data, insights and consulting company.
With offices in six states and a team which includes behavioural scientists, specialised…",114565.83
Team Experience Research Analyst,Woolworths Group,Bella Vista NSW,"Integrating team experience data with other data sources to provide a holistic view of team and customer experiences.
A great place to grow.",114565.83
Amaris.AI SG - Senior Data Scientist (Image Processing),TechSkills Accelerator,Australia,"Your primary focus is to oversee activities of junior data scientists, build products or deliver projects using cutting edge technology.",114565.83
IMDA - Data Scientist,TechSkills Accelerator,Australia,At least 2 years of experience in quantitative data analytic or machine learning model development for cybersecurity or network infrastructure use cases using…,114565.83
Senior Manager - Data Science,Capgemini Australia,Sydney NSW,"You have 5+ years experience in a data scientist type role working with multifunction teams.
You will have a proven record of growing client relationships…",114565.83
Data Scientist,Eliiza,Melbourne VIC,"We're growing our data science capabilities and are looking for a data scientist to join our Eliiza team in Melbourne.
We produce the AI Australia podcast.",114565.83
Junior Data Scientist,Correlate Resources,Sydney NSW,"Managing, manipulating and automating production of complex data sets in a true big data environment leveraging skills in Hadoop, Spark, Scala, R, Python and…",114565.83
Research and Data Analyst,Chandler Macleod,Australia,"Qualifications, experience and skills in a data analytic role is essential, including a demonstrated ability to interrogate information management systems…",114565.83
Analyst – Data Analysis and Problem Resolution,Macquarie Group,Australia,"You’ll be involved in analysing data, diagnosing pain points and presenting possible solutions for operational and commercial issues facing the business.",114565.83
Medical Data Scientist,Optimum Patient Care,Australia,"Contribute to data analyses as required for research projects.
Undertake quality checks to assure high standards of data and code.",114565.83
Casual Ecologist/Environmental Scientist,Anderson Environmental Pty Ltd,Australia,"A minimum of 3 years practical experience undertaking field-based surveys, data analysis and reporting, preferably in a consulting capacity.",114565.83
Medical Scientist,Optimum Patient Care,Australia,To contribute to new and existing projects with respect to considering practical medical issues and clinical application; and to understand EMR data and coding…,114565.83
Data Scientist,Macquarie Group,Australia,"Mentoring junior data scientists including reviewing code and analysis approaches.
Sourcing and identifying relevant data sources, cleaning and preparing data.",114565.83
Data Scientist,TabCorp Holdings,Sydney NSW,A proven track record of delivering data science solutions into production that have delivered significant business/financial value.,114565.83
Computational Biologist/Bioinformatician - Exceptional Responders Study,The Garvan Institute of Medical Research,Sydney NSW,"Experience analysing cancer genomic data.
Experience working with next-generation sequencing data.
Analysing multi-omic data collected from exceptional…",114565.83
Environmental Scientist,Department of Primary Industry and Resources,Darwin NT,"Evaluate reports and data relating to mining activities applying specialist knowledge in water chemistry, waste rock.
Territory Mining Management Act 2001 .",114565.83
RESEARCH DIETITIAN,University of Melbourne,Australia,"Analytical and conceptual skills to analyse and interpret scientific data.
They will also be involved in all aspects of the study, including diet analysis, data…", 99964
Azendian - Data Scientist,TechSkills Accelerator,Australia,"Consolidation and preparation of data, as well as verifying the quality of data.
Be able to develop SQL queries and working with data models.",114565.83
Principal Statistical Analyst,Department of Education,Sydney NSW,"CESE is Australia’s first dedicated hub of education data and evaluation.
Collect essential education data and provide a one-stop shop for information needs.",114565.83
Manager – Data & Personalisation Engineer,Vodafone,North Sydney NSW,Build the infrastructure required for optimal ETL of data from a wide variety of data sources using SQL and AWS ‘big data’ technologies.,114565.83
Senior Data Analyst/Scientist,International Institute of Data & Analytics,Sydney NSW,"Lead and mentor junior data analysts/scientists in a closely collaborative data science project team.
In data science and big data analytics, the IDA creates…",114565.83
Envision Digital SG - Data Scientist,TechSkills Accelerator,Australia,"Perform data exploration in depth and design/implement novel algorithms to address data analytical challenges;
Experience with SQL/NoSQL databases.",114565.83
Data Scientist,Equifax,Melbourne VIC,"Collaborate and learn from some of the best data minds in Australia who are passionate about all things data and analytics.
What's in it for you?",114565.83
Casual Ecologist/Environmental Scientist,Anderson Environmental Pty Ltd,Australia,"A minimum of 3 years practical experience undertaking field-based surveys, data analysis and reporting, preferably in a consulting capacity.",114565.83
Environmental Scientist/ Engineer,GHD,Perth WA,"Supporting the delivery of quality field investigations, data management, risk assessments and reporting.
As a member of a busy Environmental Services group in…",114565.83
Environmental Scientist /Engineer- Contaminated Sites,GHD,Perth WA,"Delivering high quality field investigations, data management and technical reporting in a high performing team environment.
What you will bring to the team.",114565.83
R&D Optical Algorithms Engineer,Finisar Australia,Rosebery NSW,"We work in a dynamic environment and with a high level of cooperation with other engineers and scientists in the R&D group.
Strong math and analytical skills.",114565.83
Data Engineer (NLP),Faethm,Sydney NSW,A broad understanding of the numerous technologies and methods used by data scientists and engineers to deliver production-grade data science outcomes.,114565.83
2020 Undergraduate Geotechnical Engineer / Geologist – Sydney,AECOM,Sydney NSW,"+ An aptitude for accurate data entry and to learn to use specialist data presentation software.
+ Assisting with data manipulation and presentation.",114565.83
Head of Data Analytics and Insights,MYOB,Richmond VIC,"Bring a strong business sense with the ability to engage with and influence Executive Leadership teams in order to drive alignment on the data strategy, whilst…",114565.83
Data Scientist,The Network IT,Canberra ACT,"Remote sensing principles and experience (remotely sensed data).
Experienced in development and using Machine Learning models in a Big/Large data environment.",114565.83
Data Scientist,Firesoft People,Sydney NSW,"Proven commercial experience in statistical and machine learning modelling, with experience manipulating big data from disparate systems.",200000.0
"Data Scientist - Data Analytics, Predictive Elasticity Data Scientist Consultant",Infinity Pro,Parramatta NSW,"Detailed, recent & local hands on experience as a senior data scientist delivering insight within large organizations in complex data environment.",114565.83
Data Analyst - Health Economics and Data Analysis,Curtin University of Technology,Perth WA,"Application of technical skills to real-world big data sets; with the ability to automate routine data processing activities.
In this role you will:",114565.83
Medical Scientist,Optimum Patient Care,Australia,To contribute to new and existing projects with respect to considering practical medical issues and clinical application; and to understand EMR data and coding…,114565.83
Data Scientist,Macquarie Group,Australia,"Mentoring junior data scientists including reviewing code and analysis approaches.
Sourcing and identifying relevant data sources, cleaning and preparing data.",114565.83
Research and Data Analyst,Chandler Macleod,Australia,"Qualifications, experience and skills in a data analytic role is essential, including a demonstrated ability to interrogate information management systems…",114565.83
Medical Data Scientist,Optimum Patient Care,Australia,"Contribute to data analyses as required for research projects.
Undertake quality checks to assure high standards of data and code.",114565.83
Analyst – Data Analysis and Problem Resolution,Macquarie Group,Australia,"You’ll be involved in analysing data, diagnosing pain points and presenting possible solutions for operational and commercial issues facing the business.",114565.83
Casual Ecologist/Environmental Scientist,Anderson Environmental Pty Ltd,Australia,"A minimum of 3 years practical experience undertaking field-based surveys, data analysis and reporting, preferably in a consulting capacity.",114565.83
Environmental Scientist/ Engineer,GHD,Perth WA,"Supporting the delivery of quality field investigations, data management, risk assessments and reporting.
As a member of a busy Environmental Services group in…",114565.83
Environmental Scientist /Engineer- Contaminated Sites,GHD,Perth WA,"Delivering high quality field investigations, data management and technical reporting in a high performing team environment.
What you will bring to the team.",114565.83
R&D Optical Algorithms Engineer,Finisar Australia,Rosebery NSW,"We work in a dynamic environment and with a high level of cooperation with other engineers and scientists in the R&D group.
Strong math and analytical skills.",114565.83
Data Engineer (NLP),Faethm,Sydney NSW,A broad understanding of the numerous technologies and methods used by data scientists and engineers to deliver production-grade data science outcomes.,114565.83
2020 Undergraduate Geotechnical Engineer / Geologist – Sydney,AECOM,Sydney NSW,"+ An aptitude for accurate data entry and to learn to use specialist data presentation software.
+ Assisting with data manipulation and presentation.",114565.83
Head of Data Analytics and Insights,MYOB,Richmond VIC,"Bring a strong business sense with the ability to engage with and influence Executive Leadership teams in order to drive alignment on the data strategy, whilst…",114565.83
Data Scientist,The Network IT,Canberra ACT,"Remote sensing principles and experience (remotely sensed data).
Experienced in development and using Machine Learning models in a Big/Large data environment.",114565.83
Data Scientist,Firesoft People,Sydney NSW,"Proven commercial experience in statistical and machine learning modelling, with experience manipulating big data from disparate systems.",200000.0
"Data Scientist - Data Analytics, Predictive Elasticity Data Scientist Consultant",Infinity Pro,Parramatta NSW,"Detailed, recent & local hands on experience as a senior data scientist delivering insight within large organizations in complex data environment.",114565.83
Data Analyst - Health Economics and Data Analysis,Curtin University of Technology,Perth WA,"Application of technical skills to real-world big data sets; with the ability to automate routine data processing activities.
In this role you will:",114565.83
Medical Scientist,Optimum Patient Care,Australia,To contribute to new and existing projects with respect to considering practical medical issues and clinical application; and to understand EMR data and coding…,114565.83
Data Scientist,Macquarie Group,Australia,"Mentoring junior data scientists including reviewing code and analysis approaches.
Sourcing and identifying relevant data sources, cleaning and preparing data.",114565.83
Research and Data Analyst,Chandler Macleod,Australia,"Qualifications, experience and skills in a data analytic role is essential, including a demonstrated ability to interrogate information management systems…",114565.83
